participantId,trialId,trialOrder,responseId,status,percentComplete,description,responsePrompt,answer,correctAnswer,isCorrectlyAnswered,responseMin,responseMax,startTime,endTime,duration,cleaned_times,dataset
597fe89a1b41a20001749f57,Post Study Survey,16,q3,completed,100.0,undefined,"If you were to receive information in the future, which format would you prefer?",Text and Visualization Combined,undefined,undefined,undefined,undefined,2024-08-21T21:54:04.706Z,2024-08-21T21:55:07.403Z,62697,62697,Undefined
597fe89a1b41a20001749f57,Post Study Survey,16,q4,completed,100.0,undefined,Did you find UpSet plots easy to read?,5,undefined,undefined,undefined,undefined,2024-08-21T21:54:04.706Z,2024-08-21T21:55:07.403Z,62697,62697,Undefined
597fe89a1b41a20001749f57,Post Study Survey,16,q5,completed,100.0,undefined,Did you find the text descriptions easy to read?,4,undefined,undefined,undefined,undefined,2024-08-21T21:54:04.706Z,2024-08-21T21:55:07.403Z,62697,62697,Undefined
597fe89a1b41a20001749f57,Post Study Survey,16,q6,completed,100.0,undefined,Did you find the text description too short or too long?,3,undefined,undefined,undefined,undefined,2024-08-21T21:54:04.706Z,2024-08-21T21:55:07.403Z,62697,62697,Undefined
597fe89a1b41a20001749f57,Post Study Survey,16,q7,completed,100.0,undefined,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?",I think they were largely fine they way they were,undefined,undefined,undefined,undefined,2024-08-21T21:54:04.706Z,2024-08-21T21:55:07.403Z,62697,62697,Undefined
597fe89a1b41a20001749f57,Post Study Survey,16,q8,completed,100.0,undefined,How experienced are you with Data Visualization?,4,undefined,undefined,undefined,undefined,2024-08-21T21:54:04.706Z,2024-08-21T21:55:07.403Z,62697,62697,Undefined
597fe89a1b41a20001749f57,Post Study Survey,16,q9,completed,100.0,undefined,Do you have any other comments?,no,undefined,undefined,undefined,undefined,2024-08-21T21:54:04.706Z,2024-08-21T21:55:07.403Z,62697,62697,Undefined
5997043dbbe84800017964a7,Post Study Survey,16,q1,completed,100.0,undefined,Which presentation modality did you find most effective?,Just Text Description,undefined,undefined,undefined,undefined,2024-08-27T20:09:35.843Z,2024-08-27T20:10:08.178Z,32335,32335,Undefined
5997043dbbe84800017964a7,Post Study Survey,16,q2,completed,100.0,undefined,Which condition did you find the least effective?,Just Visualization,undefined,undefined,undefined,undefined,2024-08-27T20:09:35.843Z,2024-08-27T20:10:08.178Z,32335,32335,Undefined
5997043dbbe84800017964a7,Post Study Survey,16,q3,completed,100.0,undefined,"If you were to receive information in the future, which format would you prefer?",Just Text Description,undefined,undefined,undefined,undefined,2024-08-27T20:09:35.843Z,2024-08-27T20:10:08.178Z,32335,32335,Undefined
5997043dbbe84800017964a7,Post Study Survey,16,q4,completed,100.0,undefined,Did you find UpSet plots easy to read?,1,undefined,undefined,undefined,undefined,2024-08-27T20:09:35.843Z,2024-08-27T20:10:08.178Z,32335,32335,Undefined
5997043dbbe84800017964a7,Post Study Survey,16,q5,completed,100.0,undefined,Did you find the text descriptions easy to read?,4,undefined,undefined,undefined,undefined,2024-08-27T20:09:35.843Z,2024-08-27T20:10:08.178Z,32335,32335,Undefined
5997043dbbe84800017964a7,Post Study Survey,16,q6,completed,100.0,undefined,Did you find the text description too short or too long?,3,undefined,undefined,undefined,undefined,2024-08-27T20:09:35.843Z,2024-08-27T20:10:08.178Z,32335,32335,Undefined
5997043dbbe84800017964a7,Post Study Survey,16,q7,completed,100.0,undefined,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?",no,undefined,undefined,undefined,undefined,2024-08-27T20:09:35.843Z,2024-08-27T20:10:08.178Z,32335,32335,Undefined
5997043dbbe84800017964a7,Post Study Survey,16,q8,completed,100.0,undefined,How experienced are you with Data Visualization?,1,undefined,undefined,undefined,undefined,2024-08-27T20:09:35.843Z,2024-08-27T20:10:08.178Z,32335,32335,Undefined
5997043dbbe84800017964a7,Post Study Survey,16,q9,completed,100.0,undefined,Do you have any other comments?,,undefined,undefined,undefined,undefined,2024-08-27T20:09:35.843Z,2024-08-27T20:10:08.178Z,32335,32335,Undefined
5a893c8cf49c9a0001f3a221,Post Study Survey,16,q1,completed,100.0,undefined,Which presentation modality did you find most effective?,Just Text Description,undefined,undefined,undefined,undefined,2024-08-28T22:26:15.844Z,2024-08-28T22:28:13.728Z,117884,117884,Undefined
5a893c8cf49c9a0001f3a221,Post Study Survey,16,q2,completed,100.0,undefined,Which condition did you find the least effective?,Just Visualization,undefined,undefined,undefined,undefined,2024-08-28T22:26:15.844Z,2024-08-28T22:28:13.728Z,117884,117884,Undefined
5a893c8cf49c9a0001f3a221,Post Study Survey,16,q3,completed,100.0,undefined,"If you were to receive information in the future, which format would you prefer?",Just Text Description,undefined,undefined,undefined,undefined,2024-08-28T22:26:15.844Z,2024-08-28T22:28:13.728Z,117884,117884,Undefined
5a893c8cf49c9a0001f3a221,Post Study Survey,16,q4,completed,100.0,undefined,Did you find UpSet plots easy to read?,2,undefined,undefined,undefined,undefined,2024-08-28T22:26:15.844Z,2024-08-28T22:28:13.728Z,117884,117884,Undefined
5a893c8cf49c9a0001f3a221,Post Study Survey,16,q5,completed,100.0,undefined,Did you find the text descriptions easy to read?,3,undefined,undefined,undefined,undefined,2024-08-28T22:26:15.844Z,2024-08-28T22:28:13.728Z,117884,117884,Undefined
5a893c8cf49c9a0001f3a221,Post Study Survey,16,q6,completed,100.0,undefined,Did you find the text description too short or too long?,2,undefined,undefined,undefined,undefined,2024-08-28T22:26:15.844Z,2024-08-28T22:28:13.728Z,117884,117884,Undefined
5a893c8cf49c9a0001f3a221,Post Study Survey,16,q7,completed,100.0,undefined,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?",The text descriptions contained the necessary amount of info needed in order to answer the questions. ,undefined,undefined,undefined,undefined,2024-08-28T22:26:15.844Z,2024-08-28T22:28:13.728Z,117884,117884,Undefined
5a893c8cf49c9a0001f3a221,Post Study Survey,16,q8,completed,100.0,undefined,How experienced are you with Data Visualization?,2,undefined,undefined,undefined,undefined,2024-08-28T22:26:15.844Z,2024-08-28T22:28:13.728Z,117884,117884,Undefined
5a893c8cf49c9a0001f3a221,Post Study Survey,16,q9,completed,100.0,undefined,Do you have any other comments?,The chart of information is useful in helping participants in learning and refreshing their memory.,undefined,undefined,undefined,undefined,2024-08-28T22:26:15.844Z,2024-08-28T22:28:13.728Z,117884,117884,Undefined
5aebc4ac75deca00016252ea,Post Study Survey,16,q1,completed,100.0,undefined,Which presentation modality did you find most effective?,Just Visualization,undefined,undefined,undefined,undefined,2024-08-21T23:16:38.457Z,2024-08-21T23:17:35.614Z,57157,57157,Undefined
5aebc4ac75deca00016252ea,Post Study Survey,16,q2,completed,100.0,undefined,Which condition did you find the least effective?,Just Text Description,undefined,undefined,undefined,undefined,2024-08-21T23:16:38.457Z,2024-08-21T23:17:35.614Z,57157,57157,Undefined
5aebc4ac75deca00016252ea,Post Study Survey,16,q3,completed,100.0,undefined,"If you were to receive information in the future, which format would you prefer?",Text and Visualization Combined,undefined,undefined,undefined,undefined,2024-08-21T23:16:38.457Z,2024-08-21T23:17:35.614Z,57157,57157,Undefined
5aebc4ac75deca00016252ea,Post Study Survey,16,q4,completed,100.0,undefined,Did you find UpSet plots easy to read?,4,undefined,undefined,undefined,undefined,2024-08-21T23:16:38.457Z,2024-08-21T23:17:35.614Z,57157,57157,Undefined
5aebc4ac75deca00016252ea,Post Study Survey,16,q5,completed,100.0,undefined,Did you find the text descriptions easy to read?,5,undefined,undefined,undefined,undefined,2024-08-21T23:16:38.457Z,2024-08-21T23:17:35.614Z,57157,57157,Undefined
5aebc4ac75deca00016252ea,Post Study Survey,16,q6,completed,100.0,undefined,Did you find the text description too short or too long?,4,undefined,undefined,undefined,undefined,2024-08-21T23:16:38.457Z,2024-08-21T23:17:35.614Z,57157,57157,Undefined
5aebc4ac75deca00016252ea,Post Study Survey,16,q7,completed,100.0,undefined,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?",The text description works great and easy to read. ,undefined,undefined,undefined,undefined,2024-08-21T23:16:38.457Z,2024-08-21T23:17:35.614Z,57157,57157,Undefined
5aebc4ac75deca00016252ea,Post Study Survey,16,q8,completed,100.0,undefined,How experienced are you with Data Visualization?,4,undefined,undefined,undefined,undefined,2024-08-21T23:16:38.457Z,2024-08-21T23:17:35.614Z,57157,57157,Undefined
5aebc4ac75deca00016252ea,Post Study Survey,16,q9,completed,100.0,undefined,Do you have any other comments?,,undefined,undefined,undefined,undefined,2024-08-21T23:16:38.457Z,2024-08-21T23:17:35.614Z,57157,57157,Undefined
5ba855d47c0ebe0001272f70,Post Study Survey,16,q1,completed,100.0,undefined,Which presentation modality did you find most effective?,Just Visualization,undefined,undefined,undefined,undefined,2024-08-21T21:59:14.574Z,2024-08-21T22:00:30.526Z,75952,75952,Undefined
5ba855d47c0ebe0001272f70,Post Study Survey,16,q2,completed,100.0,undefined,Which condition did you find the least effective?,Just Text Description,undefined,undefined,undefined,undefined,2024-08-21T21:59:14.574Z,2024-08-21T22:00:30.526Z,75952,75952,Undefined
5ba855d47c0ebe0001272f70,Post Study Survey,16,q3,completed,100.0,undefined,"If you were to receive information in the future, which format would you prefer?",Just Visualization,undefined,undefined,undefined,undefined,2024-08-21T21:59:14.574Z,2024-08-21T22:00:30.526Z,75952,75952,Undefined
5ba855d47c0ebe0001272f70,Post Study Survey,16,q4,completed,100.0,undefined,Did you find UpSet plots easy to read?,5,undefined,undefined,undefined,undefined,2024-08-21T21:59:14.574Z,2024-08-21T22:00:30.526Z,75952,75952,Undefined
5ba855d47c0ebe0001272f70,Post Study Survey,16,q5,completed,100.0,undefined,Did you find the text descriptions easy to read?,3,undefined,undefined,undefined,undefined,2024-08-21T21:59:14.574Z,2024-08-21T22:00:30.526Z,75952,75952,Undefined
5ba855d47c0ebe0001272f70,Post Study Survey,16,q6,completed,100.0,undefined,Did you find the text description too short or too long?,3,undefined,undefined,undefined,undefined,2024-08-21T21:59:14.574Z,2024-08-21T22:00:30.526Z,75952,75952,Undefined
5ba855d47c0ebe0001272f70,Post Study Survey,16,q7,completed,100.0,undefined,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?",They contained enough information to answer the questions.,undefined,undefined,undefined,undefined,2024-08-21T21:59:14.574Z,2024-08-21T22:00:30.526Z,75952,75952,Undefined
5ba855d47c0ebe0001272f70,Post Study Survey,16,q8,completed,100.0,undefined,How experienced are you with Data Visualization?,2,undefined,undefined,undefined,undefined,2024-08-21T21:59:14.574Z,2024-08-21T22:00:30.526Z,75952,75952,Undefined
5ba855d47c0ebe0001272f70,Post Study Survey,16,q9,completed,100.0,undefined,Do you have any other comments?,,undefined,undefined,undefined,undefined,2024-08-21T21:59:14.574Z,2024-08-21T22:00:30.526Z,75952,75952,Undefined
5bf60707345b9b00016f0e97,Post Study Survey,16,q1,completed,100.0,undefined,Which presentation modality did you find most effective?,Text and Visualization Combined,undefined,undefined,undefined,undefined,2024-08-28T22:27:24.187Z,2024-08-28T22:28:10.583Z,46396,46396,Undefined
5bf60707345b9b00016f0e97,Post Study Survey,16,q2,completed,100.0,undefined,Which condition did you find the least effective?,Just Text Description,undefined,undefined,undefined,undefined,2024-08-28T22:27:24.187Z,2024-08-28T22:28:10.583Z,46396,46396,Undefined
5bf60707345b9b00016f0e97,Post Study Survey,16,q3,completed,100.0,undefined,"If you were to receive information in the future, which format would you prefer?",Text and Visualization Combined,undefined,undefined,undefined,undefined,2024-08-28T22:27:24.187Z,2024-08-28T22:28:10.583Z,46396,46396,Undefined
5bf60707345b9b00016f0e97,Post Study Survey,16,q4,completed,100.0,undefined,Did you find UpSet plots easy to read?,4,undefined,undefined,undefined,undefined,2024-08-28T22:27:24.187Z,2024-08-28T22:28:10.583Z,46396,46396,Undefined
5bf60707345b9b00016f0e97,Post Study Survey,16,q5,completed,100.0,undefined,Did you find the text descriptions easy to read?,3,undefined,undefined,undefined,undefined,2024-08-28T22:27:24.187Z,2024-08-28T22:28:10.583Z,46396,46396,Undefined
5bf60707345b9b00016f0e97,Post Study Survey,16,q6,completed,100.0,undefined,Did you find the text description too short or too long?,3,undefined,undefined,undefined,undefined,2024-08-28T22:27:24.187Z,2024-08-28T22:28:10.583Z,46396,46396,Undefined
5bf60707345b9b00016f0e97,Post Study Survey,16,q7,completed,100.0,undefined,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?",I think the text description could benefit from more formatting. It's difficult to parse the long sentences.,undefined,undefined,undefined,undefined,2024-08-28T22:27:24.187Z,2024-08-28T22:28:10.583Z,46396,46396,Undefined
5bf60707345b9b00016f0e97,Post Study Survey,16,q8,completed,100.0,undefined,How experienced are you with Data Visualization?,2,undefined,undefined,undefined,undefined,2024-08-28T22:27:24.187Z,2024-08-28T22:28:10.583Z,46396,46396,Undefined
5bf60707345b9b00016f0e97,Post Study Survey,16,q9,completed,100.0,undefined,Do you have any other comments?,I enjoyed the study!,undefined,undefined,undefined,undefined,2024-08-28T22:27:24.187Z,2024-08-28T22:28:10.583Z,46396,46396,Undefined
5c6c260dce4e560001f75731,Post Study Survey,16,q1,completed,100.0,undefined,Which presentation modality did you find most effective?,Text and Visualization Combined,undefined,undefined,undefined,undefined,2024-08-21T22:48:31.002Z,2024-08-21T22:49:10.233Z,39231,39231,Undefined
5c6c260dce4e560001f75731,Post Study Survey,16,q2,completed,100.0,undefined,Which condition did you find the least effective?,Just Text Description,undefined,undefined,undefined,undefined,2024-08-21T22:48:31.002Z,2024-08-21T22:49:10.233Z,39231,39231,Undefined
5c6c260dce4e560001f75731,Post Study Survey,16,q3,completed,100.0,undefined,"If you were to receive information in the future, which format would you prefer?",Text and Visualization Combined,undefined,undefined,undefined,undefined,2024-08-21T22:48:31.002Z,2024-08-21T22:49:10.233Z,39231,39231,Undefined
5c6c260dce4e560001f75731,Post Study Survey,16,q4,completed,100.0,undefined,Did you find UpSet plots easy to read?,4,undefined,undefined,undefined,undefined,2024-08-21T22:48:31.002Z,2024-08-21T22:49:10.233Z,39231,39231,Undefined
5c6c260dce4e560001f75731,Post Study Survey,16,q5,completed,100.0,undefined,Did you find the text descriptions easy to read?,3,undefined,undefined,undefined,undefined,2024-08-21T22:48:31.002Z,2024-08-21T22:49:10.233Z,39231,39231,Undefined
5c6c260dce4e560001f75731,Post Study Survey,16,q6,completed,100.0,undefined,Did you find the text description too short or too long?,4,undefined,undefined,undefined,undefined,2024-08-21T22:48:31.002Z,2024-08-21T22:49:10.233Z,39231,39231,Undefined
5c6c260dce4e560001f75731,Post Study Survey,16,q7,completed,100.0,undefined,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?",--,undefined,undefined,undefined,undefined,2024-08-21T22:48:31.002Z,2024-08-21T22:49:10.233Z,39231,39231,Undefined
5c6c260dce4e560001f75731,Post Study Survey,16,q8,completed,100.0,undefined,How experienced are you with Data Visualization?,4,undefined,undefined,undefined,undefined,2024-08-21T22:48:31.002Z,2024-08-21T22:49:10.233Z,39231,39231,Undefined
5c6c260dce4e560001f75731,Post Study Survey,16,q9,completed,100.0,undefined,Do you have any other comments?,--,undefined,undefined,undefined,undefined,2024-08-21T22:48:31.002Z,2024-08-21T22:49:10.233Z,39231,39231,Undefined
5dd71896670d1a6af9f20eee,Post Study Survey,16,q1,completed,100.0,undefined,Which presentation modality did you find most effective?,Text and Visualization Combined,undefined,undefined,undefined,undefined,2024-08-15T00:04:31.838Z,2024-08-15T00:05:56.122Z,84284,84284,Undefined
5dd71896670d1a6af9f20eee,Post Study Survey,16,q2,completed,100.0,undefined,Which condition did you find the least effective?,Just Visualization,undefined,undefined,undefined,undefined,2024-08-15T00:04:31.838Z,2024-08-15T00:05:56.122Z,84284,84284,Undefined
5dd71896670d1a6af9f20eee,Post Study Survey,16,q3,completed,100.0,undefined,"If you were to receive information in the future, which format would you prefer?",Text and Visualization Combined,undefined,undefined,undefined,undefined,2024-08-15T00:04:31.838Z,2024-08-15T00:05:56.122Z,84284,84284,Undefined
5dd71896670d1a6af9f20eee,Post Study Survey,16,q4,completed,100.0,undefined,Did you find UpSet plots easy to read?,2,undefined,undefined,undefined,undefined,2024-08-15T00:04:31.838Z,2024-08-15T00:05:56.122Z,84284,84284,Undefined
5dd71896670d1a6af9f20eee,Post Study Survey,16,q5,completed,100.0,undefined,Did you find the text descriptions easy to read?,3,undefined,undefined,undefined,undefined,2024-08-15T00:04:31.838Z,2024-08-15T00:05:56.122Z,84284,84284,Undefined
5dd71896670d1a6af9f20eee,Post Study Survey,16,q6,completed,100.0,undefined,Did you find the text description too short or too long?,3,undefined,undefined,undefined,undefined,2024-08-15T00:04:31.838Z,2024-08-15T00:05:56.122Z,84284,84284,Undefined
5dd71896670d1a6af9f20eee,Post Study Survey,16,q7,completed,100.0,undefined,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?","The text descriptions were crucial for me, I don't think I missed anything in them but they steered me in the right direction.",undefined,undefined,undefined,undefined,2024-08-15T00:04:31.838Z,2024-08-15T00:05:56.122Z,84284,84284,Undefined
5dd71896670d1a6af9f20eee,Post Study Survey,16,q8,completed,100.0,undefined,How experienced are you with Data Visualization?,4,undefined,undefined,undefined,undefined,2024-08-15T00:04:31.838Z,2024-08-15T00:05:56.122Z,84284,84284,Undefined
5dd71896670d1a6af9f20eee,Post Study Survey,16,q9,completed,100.0,undefined,Do you have any other comments?,"No, thank you!",undefined,undefined,undefined,undefined,2024-08-15T00:04:31.838Z,2024-08-15T00:05:56.122Z,84284,84284,Undefined
5deb9c5a4de9422935efe5e7,Post Study Survey,16,q1,completed,100.0,undefined,Which presentation modality did you find most effective?,Just Visualization,undefined,undefined,undefined,undefined,2024-08-28T20:37:41.177Z,2024-08-28T20:39:43.671Z,122494,122494,Undefined
5deb9c5a4de9422935efe5e7,Post Study Survey,16,q2,completed,100.0,undefined,Which condition did you find the least effective?,Just Text Description,undefined,undefined,undefined,undefined,2024-08-28T20:37:41.177Z,2024-08-28T20:39:43.671Z,122494,122494,Undefined
5deb9c5a4de9422935efe5e7,Post Study Survey,16,q3,completed,100.0,undefined,"If you were to receive information in the future, which format would you prefer?",Just Visualization,undefined,undefined,undefined,undefined,2024-08-28T20:37:41.177Z,2024-08-28T20:39:43.671Z,122494,122494,Undefined
5deb9c5a4de9422935efe5e7,Post Study Survey,16,q4,completed,100.0,undefined,Did you find UpSet plots easy to read?,4,undefined,undefined,undefined,undefined,2024-08-28T20:37:41.177Z,2024-08-28T20:39:43.671Z,122494,122494,Undefined
5deb9c5a4de9422935efe5e7,Post Study Survey,16,q5,completed,100.0,undefined,Did you find the text descriptions easy to read?,2,undefined,undefined,undefined,undefined,2024-08-28T20:37:41.177Z,2024-08-28T20:39:43.671Z,122494,122494,Undefined
5deb9c5a4de9422935efe5e7,Post Study Survey,16,q6,completed,100.0,undefined,Did you find the text description too short or too long?,3,undefined,undefined,undefined,undefined,2024-08-28T20:37:41.177Z,2024-08-28T20:39:43.671Z,122494,122494,Undefined
5deb9c5a4de9422935efe5e7,Post Study Survey,16,q7,completed,100.0,undefined,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?",It was harder to process the information. The visuals were immediately obvious and easy to read. the text over complicated it. I think all the information was there but unavoidably complex looking. i had to read several times to get it right.,undefined,undefined,undefined,undefined,2024-08-28T20:37:41.177Z,2024-08-28T20:39:43.671Z,122494,122494,Undefined
5deb9c5a4de9422935efe5e7,Post Study Survey,16,q8,completed,100.0,undefined,How experienced are you with Data Visualization?,1,undefined,undefined,undefined,undefined,2024-08-28T20:37:41.177Z,2024-08-28T20:39:43.671Z,122494,122494,Undefined
5deb9c5a4de9422935efe5e7,Post Study Survey,16,q9,completed,100.0,undefined,Do you have any other comments?,interesting task,undefined,undefined,undefined,undefined,2024-08-28T20:37:41.177Z,2024-08-28T20:39:43.671Z,122494,122494,Undefined
