participantId,trialId,trialOrder,responseId,status,percentComplete,description,responsePrompt,answer,correctAnswer,responseMin,responseMax,startTime,endTime,duration,dataset
2033c860-b467-42e3-ab2e-19ca44e65b0a,Covid-Text-Q2,8,voq3,completed,100.0,Content: Text Only,How effective was the description of the data at conveying information?,1,undefined,undefined,undefined,2024-07-31T04:13:04.413Z,2024-07-31T04:13:29.390Z,24977,Covid Symptoms
2033c860-b467-42e3-ab2e-19ca44e65b0a,Covid-Text-Q3,9,voq1,completed,100.0,Content: Text Only,What are your insights and take-aways from the description of this data?,"I am not sure if this description is complete, meaning you cannot create the complete visualization just from this description. Also, it is very hard to tell the size of empty intersection from just the set sizes and top 5 intersection sizes.",undefined,undefined,undefined,2024-07-31T04:13:29.411Z,2024-07-31T04:14:46.812Z,77401,Covid Symptoms
38dad450-a303-4a67-9e79-b5387d898538,Covid-Text-Q1,7,voq1,completed,100.0,Content: Text Only,How many sets are shown in the description?,6,undefined,0,100,2024-07-31T17:10:28.979Z,2024-07-31T17:13:32.772Z,183793,Covid Symptoms
38dad450-a303-4a67-9e79-b5387d898538,Covid-Text-Q1,7,voq2,completed,100.0,Content: Text Only,What is the largest set?,Fatigue,undefined,undefined,undefined,2024-07-31T17:10:28.979Z,2024-07-31T17:13:32.772Z,183793,Covid Symptoms
38dad450-a303-4a67-9e79-b5387d898538,Covid-Text-Q1,7,voq3,completed,100.0,Content: Text Only,What is the largest intersection?,"Anosmia,Fatigue",undefined,undefined,undefined,2024-07-31T17:10:28.979Z,2024-07-31T17:13:32.772Z,183793,Covid Symptoms
38dad450-a303-4a67-9e79-b5387d898538,Covid-Text-Q1,7,voq4,completed,100.0,Content: Text Only,How large is the largest intersection?,281,undefined,0,1000000000,2024-07-31T17:10:28.979Z,2024-07-31T17:13:32.772Z,183793,Covid Symptoms
38dad450-a303-4a67-9e79-b5387d898538,Covid-Text-Q1,7,voq5,completed,100.0,Content: Text Only,How many sets make up the largest intersection?,Low set,undefined,undefined,undefined,2024-07-31T17:10:28.979Z,2024-07-31T17:13:32.772Z,183793,Covid Symptoms
38dad450-a303-4a67-9e79-b5387d898538,Covid-Text-Q1,7,voq6,completed,100.0,Content: Text Only,How similar are the set sizes?,Diverging a lot,undefined,undefined,undefined,2024-07-31T17:10:28.979Z,2024-07-31T17:13:32.772Z,183793,Covid Symptoms
38dad450-a303-4a67-9e79-b5387d898538,Covid-Text-Q1,7,voq7,completed,100.0,Content: Text Only,Is the largest set present in the largest intersection?,1,undefined,undefined,undefined,2024-07-31T17:10:28.979Z,2024-07-31T17:13:32.772Z,183793,Covid Symptoms
38dad450-a303-4a67-9e79-b5387d898538,Covid-Text-Q1,7,voq8,completed,100.0,Content: Text Only,Is the all-set intersection (intersection having all the sets) present? ,2,undefined,undefined,undefined,2024-07-31T17:10:28.979Z,2024-07-31T17:13:32.772Z,183793,Covid Symptoms
38dad450-a303-4a67-9e79-b5387d898538,Covid-Text-Q2,8,voq1,completed,100.0,Content: Text Only,How confident are you in your answers?,5,undefined,undefined,undefined,2024-07-31T17:13:32.800Z,2024-07-31T17:13:59.217Z,26417,Covid Symptoms
38dad450-a303-4a67-9e79-b5387d898538,Covid-Text-Q2,8,voq2,completed,100.0,Content: Text Only,How well did you understand the information presented?,5,undefined,undefined,undefined,2024-07-31T17:13:32.800Z,2024-07-31T17:13:59.217Z,26417,Covid Symptoms
38dad450-a303-4a67-9e79-b5387d898538,Covid-Text-Q2,8,voq3,completed,100.0,Content: Text Only,How effective was the description of the data at conveying information?,4,undefined,undefined,undefined,2024-07-31T17:13:32.800Z,2024-07-31T17:13:59.217Z,26417,Covid Symptoms
38dad450-a303-4a67-9e79-b5387d898538,Covid-Text-Q3,9,voq1,completed,100.0,Content: Text Only,What are your insights and take-aways from the description of this data?,It seems easy to follow along with the numbers and titles; putting the description in a separate section with the title helps a lot.,undefined,undefined,undefined,2024-07-31T17:13:59.228Z,2024-07-31T17:14:59.913Z,60685,Covid Symptoms
60c14a3e834adb62102cffa0,Organizations-Text-Q1,10,voq1,completed,100.0,Content: Text Only,How many sets are shown in the description?,2,8,0,100,2024-08-06T21:08:51.703Z,2024-08-06T21:09:13.808Z,22105,International Organizations
60c14a3e834adb62102cffa0,Organizations-Text-Q1,10,voq2,completed,100.0,Content: Text Only,What is the largest set?,Interpol,UPU,undefined,undefined,2024-08-06T21:08:51.703Z,2024-08-06T21:09:13.808Z,22105,International Organizations
60c14a3e834adb62102cffa0,Organizations-Text-Q1,10,voq3,completed,100.0,Content: Text Only,What is the largest intersection?,G-5,"Interpol, UN, UNESCO, UPU, WHO",undefined,undefined,2024-08-06T21:08:51.703Z,2024-08-06T21:09:13.808Z,22105,International Organizations
60c14a3e834adb62102cffa0,Organizations-Text-Q1,10,voq4,completed,100.0,Content: Text Only,How large is the largest intersection?,1,117,0,1000000000,2024-08-06T21:08:51.703Z,2024-08-06T21:09:13.808Z,22105,International Organizations
60c14a3e834adb62102cffa0,Organizations-Text-Q1,10,voq5,completed,100.0,Content: Text Only,How many sets make up the largest intersection?,Medium / High order set,It is the intersection of many sets,undefined,undefined,2024-08-06T21:08:51.703Z,2024-08-06T21:09:13.808Z,22105,International Organizations
60c14a3e834adb62102cffa0,Organizations-Text-Q1,10,voq6,completed,100.0,Content: Text Only,How similar are the set sizes?,Diverging a bit,Diverging a lot (the sizes of the largest set and the smallest set differ largely),undefined,undefined,2024-08-06T21:08:51.703Z,2024-08-06T21:09:13.808Z,22105,International Organizations
60c14a3e834adb62102cffa0,Organizations-Text-Q1,10,voq7,completed,100.0,Content: Text Only,Is the largest set present in the largest intersection?,1,Yes,undefined,undefined,2024-08-06T21:08:51.703Z,2024-08-06T21:09:13.808Z,22105,International Organizations
60c14a3e834adb62102cffa0,Organizations-Text-Q1,10,voq8,completed,100.0,Content: Text Only,Is the all-set intersection (intersection having all the sets) present? ,2,No,undefined,undefined,2024-08-06T21:08:51.703Z,2024-08-06T21:09:13.808Z,22105,International Organizations
60c14a3e834adb62102cffa0,Organizations-Text-Q2,11,voq1,completed,100.0,Content: Text Only,How confident are you in your answers?,3,undefined,undefined,undefined,2024-08-06T21:09:13.900Z,2024-08-06T21:09:22.719Z,8819,International Organizations
60c14a3e834adb62102cffa0,Organizations-Text-Q2,11,voq2,completed,100.0,Content: Text Only,How well did you understand the information presented?,2,undefined,undefined,undefined,2024-08-06T21:09:13.900Z,2024-08-06T21:09:22.719Z,8819,International Organizations
60c14a3e834adb62102cffa0,Organizations-Text-Q2,11,voq3,completed,100.0,Content: Text Only,How effective was the description of the data at conveying information?,3,undefined,undefined,undefined,2024-08-06T21:09:13.900Z,2024-08-06T21:09:22.719Z,8819,International Organizations
60c14a3e834adb62102cffa0,Organizations-Text-Q3,12,voq1,completed,100.0,Content: Text Only,What are your insights and take-aways from the description of this data?,plot is sorted in decending order,undefined,undefined,undefined,2024-08-06T21:09:22.754Z,2024-08-06T21:09:37.571Z,14817,International Organizations
6566f3b23b2b8bb220f9092b,Tennis-Text-Q1,13,voq1,completed,100.0,Content: Text Only,How many sets are shown in the description?,4,4,0,100,2024-08-06T21:28:31.941Z,2024-08-06T21:31:04.703Z,152762,Tennis Grand Slam Winners
6566f3b23b2b8bb220f9092b,Tennis-Text-Q1,13,voq2,completed,100.0,Content: Text Only,What is the largest set?,Australian,Australian,undefined,undefined,2024-08-06T21:28:31.941Z,2024-08-06T21:31:04.703Z,152762,Tennis Grand Slam Winners
6566f3b23b2b8bb220f9092b,Tennis-Text-Q1,13,voq3,completed,100.0,Content: Text Only,What is the largest intersection?,French Open,French Open,undefined,undefined,2024-08-06T21:28:31.941Z,2024-08-06T21:31:04.703Z,152762,Tennis Grand Slam Winners
6566f3b23b2b8bb220f9092b,Tennis-Text-Q1,13,voq4,completed,100.0,Content: Text Only,How large is the largest intersection?,23,23,0,1000000000,2024-08-06T21:28:31.941Z,2024-08-06T21:31:04.703Z,152762,Tennis Grand Slam Winners
6566f3b23b2b8bb220f9092b,Tennis-Text-Q1,13,voq5,completed,100.0,Content: Text Only,How many sets make up the largest intersection?,Independent set,It is only of a single set,undefined,undefined,2024-08-06T21:28:31.941Z,2024-08-06T21:31:04.703Z,152762,Tennis Grand Slam Winners
6566f3b23b2b8bb220f9092b,Tennis-Text-Q1,13,voq6,completed,100.0,Content: Text Only,How similar are the set sizes?,Identical,Roughly equal (all the set sizes look similar),undefined,undefined,2024-08-06T21:28:31.941Z,2024-08-06T21:31:04.703Z,152762,Tennis Grand Slam Winners
6566f3b23b2b8bb220f9092b,Tennis-Text-Q1,13,voq7,completed,100.0,Content: Text Only,Is the largest set present in the largest intersection?,2,No,undefined,undefined,2024-08-06T21:28:31.941Z,2024-08-06T21:31:04.703Z,152762,Tennis Grand Slam Winners
6566f3b23b2b8bb220f9092b,Tennis-Text-Q1,13,voq8,completed,100.0,Content: Text Only,Is the all-set intersection (intersection having all the sets) present? ,1,Yes,undefined,undefined,2024-08-06T21:28:31.941Z,2024-08-06T21:31:04.703Z,152762,Tennis Grand Slam Winners
6566f3b23b2b8bb220f9092b,Tennis-Text-Q2,14,voq1,completed,100.0,Content: Text Only,How confident are you in your answers?,3,undefined,undefined,undefined,2024-08-06T21:31:12.173Z,2024-08-06T21:31:25.637Z,13464,Tennis Grand Slam Winners
6566f3b23b2b8bb220f9092b,Tennis-Text-Q2,14,voq2,completed,100.0,Content: Text Only,How well did you understand the information presented?,4,undefined,undefined,undefined,2024-08-06T21:31:12.173Z,2024-08-06T21:31:25.637Z,13464,Tennis Grand Slam Winners
6566f3b23b2b8bb220f9092b,Tennis-Text-Q2,14,voq3,completed,100.0,Content: Text Only,How effective was the description of the data at conveying information?,4,undefined,undefined,undefined,2024-08-06T21:31:12.173Z,2024-08-06T21:31:25.637Z,13464,Tennis Grand Slam Winners
6566f3b23b2b8bb220f9092b,Tennis-Text-Q3,15,voq1,completed,100.0,Content: Text Only,What are your insights and take-aways from the description of this data?,"Very few people, people have won all four of the grand slams. Most individuals have won the Australia",undefined,undefined,undefined,2024-08-06T21:31:25.651Z,2024-08-06T21:32:21.218Z,55567,Tennis Grand Slam Winners
668af65cd2ce80fbd115b017,Tennis-Text-Q1,10,voq1,completed,100.0,Content: Text Only,How many sets are shown in the description?,2,4,0,100,2024-08-06T21:07:24.382Z,2024-08-06T21:07:51.447Z,27065,Tennis Grand Slam Winners
668af65cd2ce80fbd115b017,Tennis-Text-Q1,10,voq2,completed,100.0,Content: Text Only,What is the largest set?,US Open,Australian,undefined,undefined,2024-08-06T21:07:24.382Z,2024-08-06T21:07:51.447Z,27065,Tennis Grand Slam Winners
668af65cd2ce80fbd115b017,Tennis-Text-Q1,10,voq3,completed,100.0,Content: Text Only,What is the largest intersection?,US Open,French Open,undefined,undefined,2024-08-06T21:07:24.382Z,2024-08-06T21:07:51.447Z,27065,Tennis Grand Slam Winners
668af65cd2ce80fbd115b017,Tennis-Text-Q1,10,voq4,completed,100.0,Content: Text Only,How large is the largest intersection?,3,23,0,1000000000,2024-08-06T21:07:24.382Z,2024-08-06T21:07:51.447Z,27065,Tennis Grand Slam Winners
668af65cd2ce80fbd115b017,Tennis-Text-Q1,10,voq5,completed,100.0,Content: Text Only,How many sets make up the largest intersection?,Independent set,It is only of a single set,undefined,undefined,2024-08-06T21:07:24.382Z,2024-08-06T21:07:51.447Z,27065,Tennis Grand Slam Winners
668af65cd2ce80fbd115b017,Tennis-Text-Q1,10,voq6,completed,100.0,Content: Text Only,How similar are the set sizes?,Diverging a bit,Roughly equal (all the set sizes look similar),undefined,undefined,2024-08-06T21:07:24.382Z,2024-08-06T21:07:51.447Z,27065,Tennis Grand Slam Winners
668af65cd2ce80fbd115b017,Tennis-Text-Q1,10,voq7,completed,100.0,Content: Text Only,Is the largest set present in the largest intersection?,1,No,undefined,undefined,2024-08-06T21:07:24.382Z,2024-08-06T21:07:51.447Z,27065,Tennis Grand Slam Winners
668af65cd2ce80fbd115b017,Tennis-Text-Q1,10,voq8,completed,100.0,Content: Text Only,Is the all-set intersection (intersection having all the sets) present? ,1,Yes,undefined,undefined,2024-08-06T21:07:24.382Z,2024-08-06T21:07:51.447Z,27065,Tennis Grand Slam Winners
668af65cd2ce80fbd115b017,Tennis-Text-Q2,11,voq1,completed,100.0,Content: Text Only,How confident are you in your answers?,3,undefined,undefined,undefined,2024-08-06T21:07:51.523Z,2024-08-06T21:07:55.356Z,3833,Tennis Grand Slam Winners
668af65cd2ce80fbd115b017,Tennis-Text-Q2,11,voq2,completed,100.0,Content: Text Only,How well did you understand the information presented?,4,undefined,undefined,undefined,2024-08-06T21:07:51.523Z,2024-08-06T21:07:55.356Z,3833,Tennis Grand Slam Winners
668af65cd2ce80fbd115b017,Tennis-Text-Q2,11,voq3,completed,100.0,Content: Text Only,How effective was the description of the data at conveying information?,3,undefined,undefined,undefined,2024-08-06T21:07:51.523Z,2024-08-06T21:07:55.356Z,3833,Tennis Grand Slam Winners
668af65cd2ce80fbd115b017,Tennis-Text-Q3,12,voq1,completed,100.0,Content: Text Only,What are your insights and take-aways from the description of this data?,Tenis ,undefined,undefined,undefined,2024-08-06T21:07:55.399Z,2024-08-06T21:08:02.712Z,7313,Tennis Grand Slam Winners
668c501661675408e9b25ece,Covid-Text-Q1,13,voq1,completed,100.0,Content: Text Only,How many sets are shown in the description?,6,6,0,100,2024-08-06T21:24:40.163Z,2024-08-06T21:26:40.310Z,120147,Covid Symptoms
668c501661675408e9b25ece,Covid-Text-Q1,13,voq2,completed,100.0,Content: Text Only,What is the largest set?,Fatigue,Fatigue,undefined,undefined,2024-08-06T21:24:40.163Z,2024-08-06T21:26:40.310Z,120147,Covid Symptoms
668c501661675408e9b25ece,Covid-Text-Q1,13,voq3,completed,100.0,Content: Text Only,What is the largest intersection?,"Anosmia,Fatigue","Anosmia, Fatigue",undefined,undefined,2024-08-06T21:24:40.163Z,2024-08-06T21:26:40.310Z,120147,Covid Symptoms
668c501661675408e9b25ece,Covid-Text-Q1,13,voq4,completed,100.0,Content: Text Only,How large is the largest intersection?,281,281,0,1000000000,2024-08-06T21:24:40.163Z,2024-08-06T21:26:40.310Z,120147,Covid Symptoms
668c501661675408e9b25ece,Covid-Text-Q1,13,voq5,completed,100.0,Content: Text Only,How many sets make up the largest intersection?,Low set,It is the intersection of 2-3 sets,undefined,undefined,2024-08-06T21:24:40.163Z,2024-08-06T21:26:40.310Z,120147,Covid Symptoms
668c501661675408e9b25ece,Covid-Text-Q1,13,voq6,completed,100.0,Content: Text Only,How similar are the set sizes?,Diverging a lot,Diverging a lot (the sizes of the largest set and the smallest set differ largely),undefined,undefined,2024-08-06T21:24:40.163Z,2024-08-06T21:26:40.310Z,120147,Covid Symptoms
668c501661675408e9b25ece,Covid-Text-Q1,13,voq7,completed,100.0,Content: Text Only,Is the largest set present in the largest intersection?,1,Yes,undefined,undefined,2024-08-06T21:24:40.163Z,2024-08-06T21:26:40.310Z,120147,Covid Symptoms
668c501661675408e9b25ece,Covid-Text-Q1,13,voq8,completed,100.0,Content: Text Only,Is the all-set intersection (intersection having all the sets) present? ,1,Yes,undefined,undefined,2024-08-06T21:24:40.163Z,2024-08-06T21:26:40.310Z,120147,Covid Symptoms
668c501661675408e9b25ece,Covid-Text-Q2,14,voq1,completed,100.0,Content: Text Only,How confident are you in your answers?,3,undefined,undefined,undefined,2024-08-06T21:26:40.364Z,2024-08-06T21:26:48.164Z,7800,Covid Symptoms
668c501661675408e9b25ece,Covid-Text-Q2,14,voq2,completed,100.0,Content: Text Only,How well did you understand the information presented?,3,undefined,undefined,undefined,2024-08-06T21:26:40.364Z,2024-08-06T21:26:48.164Z,7800,Covid Symptoms
668c501661675408e9b25ece,Covid-Text-Q2,14,voq3,completed,100.0,Content: Text Only,How effective was the description of the data at conveying information?,3,undefined,undefined,undefined,2024-08-06T21:26:40.364Z,2024-08-06T21:26:48.164Z,7800,Covid Symptoms
668c501661675408e9b25ece,Covid-Text-Q3,15,voq1,completed,100.0,Content: Text Only,What are your insights and take-aways from the description of this data?,Easier to understand the info this time.,undefined,undefined,undefined,2024-08-06T21:26:48.186Z,2024-08-06T21:27:00.653Z,12467,Covid Symptoms
66b1d0cd7cc94db0de64297f,Covid-Text-Q1,13,voq1,completed,100.0,Content: Text Only,How many sets are shown in the description?,6,6,0,100,2024-08-06T21:13:05.971Z,2024-08-06T21:15:15.645Z,129674,Covid Symptoms
66b1d0cd7cc94db0de64297f,Covid-Text-Q1,13,voq2,completed,100.0,Content: Text Only,What is the largest set?,Fatigue,Fatigue,undefined,undefined,2024-08-06T21:13:05.971Z,2024-08-06T21:15:15.645Z,129674,Covid Symptoms
66b1d0cd7cc94db0de64297f,Covid-Text-Q1,13,voq3,completed,100.0,Content: Text Only,What is the largest intersection?,"Anosmia,Fatigue","Anosmia, Fatigue",undefined,undefined,2024-08-06T21:13:05.971Z,2024-08-06T21:15:15.645Z,129674,Covid Symptoms
66b1d0cd7cc94db0de64297f,Covid-Text-Q1,13,voq4,completed,100.0,Content: Text Only,How large is the largest intersection?,281,281,0,1000000000,2024-08-06T21:13:05.971Z,2024-08-06T21:15:15.645Z,129674,Covid Symptoms
66b1d0cd7cc94db0de64297f,Covid-Text-Q1,13,voq5,completed,100.0,Content: Text Only,How many sets make up the largest intersection?,Low set,It is the intersection of 2-3 sets,undefined,undefined,2024-08-06T21:13:05.971Z,2024-08-06T21:15:15.645Z,129674,Covid Symptoms
66b1d0cd7cc94db0de64297f,Covid-Text-Q1,13,voq6,completed,100.0,Content: Text Only,How similar are the set sizes?,Identical,Diverging a lot (the sizes of the largest set and the smallest set differ largely),undefined,undefined,2024-08-06T21:13:05.971Z,2024-08-06T21:15:15.645Z,129674,Covid Symptoms
66b1d0cd7cc94db0de64297f,Covid-Text-Q1,13,voq7,completed,100.0,Content: Text Only,Is the largest set present in the largest intersection?,1,Yes,undefined,undefined,2024-08-06T21:13:05.971Z,2024-08-06T21:15:15.645Z,129674,Covid Symptoms
66b1d0cd7cc94db0de64297f,Covid-Text-Q1,13,voq8,completed,100.0,Content: Text Only,Is the all-set intersection (intersection having all the sets) present? ,2,Yes,undefined,undefined,2024-08-06T21:13:05.971Z,2024-08-06T21:15:15.645Z,129674,Covid Symptoms
66b1d0cd7cc94db0de64297f,Covid-Text-Q2,14,voq1,completed,100.0,Content: Text Only,How confident are you in your answers?,4,undefined,undefined,undefined,2024-08-06T21:15:15.663Z,2024-08-06T21:15:21.516Z,5853,Covid Symptoms
66b1d0cd7cc94db0de64297f,Covid-Text-Q2,14,voq2,completed,100.0,Content: Text Only,How well did you understand the information presented?,5,undefined,undefined,undefined,2024-08-06T21:15:15.663Z,2024-08-06T21:15:21.516Z,5853,Covid Symptoms
66b1d0cd7cc94db0de64297f,Covid-Text-Q2,14,voq3,completed,100.0,Content: Text Only,How effective was the description of the data at conveying information?,5,undefined,undefined,undefined,2024-08-06T21:15:15.663Z,2024-08-06T21:15:21.516Z,5853,Covid Symptoms
66b1d0cd7cc94db0de64297f,Covid-Text-Q3,15,voq1,completed,100.0,Content: Text Only,What are your insights and take-aways from the description of this data?,Presented with context of symptoms rather than movies the reading of the dataset was more comprehensible and easier to read,undefined,undefined,undefined,2024-08-06T21:15:21.527Z,2024-08-06T21:15:54.925Z,33398,Covid Symptoms
6e8e5a42-afc7-4c85-90ea-abe673e557e0,Tennis-Text-Q1,10,voq1,completed,100.0,Content: Text Only,How many sets are shown in the description?,4,undefined,0,100,2024-07-31T00:54:13.005Z,2024-07-31T00:56:16.816Z,123811,Tennis Grand Slam Winners
6e8e5a42-afc7-4c85-90ea-abe673e557e0,Tennis-Text-Q1,10,voq2,completed,100.0,Content: Text Only,What is the largest set?,Australian,undefined,undefined,undefined,2024-07-31T00:54:13.005Z,2024-07-31T00:56:16.816Z,123811,Tennis Grand Slam Winners
6e8e5a42-afc7-4c85-90ea-abe673e557e0,Tennis-Text-Q1,10,voq3,completed,100.0,Content: Text Only,What is the largest intersection?,French Open,undefined,undefined,undefined,2024-07-31T00:54:13.005Z,2024-07-31T00:56:16.816Z,123811,Tennis Grand Slam Winners
6e8e5a42-afc7-4c85-90ea-abe673e557e0,Tennis-Text-Q1,10,voq4,completed,100.0,Content: Text Only,How large is the largest intersection?,23,undefined,0,1000000000,2024-07-31T00:54:13.005Z,2024-07-31T00:56:16.816Z,123811,Tennis Grand Slam Winners
6e8e5a42-afc7-4c85-90ea-abe673e557e0,Tennis-Text-Q1,10,voq5,completed,100.0,Content: Text Only,How many sets make up the largest intersection?,Independent set,undefined,undefined,undefined,2024-07-31T00:54:13.005Z,2024-07-31T00:56:16.816Z,123811,Tennis Grand Slam Winners
6e8e5a42-afc7-4c85-90ea-abe673e557e0,Tennis-Text-Q1,10,voq6,completed,100.0,Content: Text Only,How similar are the set sizes?,Diverging a bit,undefined,undefined,undefined,2024-07-31T00:54:13.005Z,2024-07-31T00:56:16.816Z,123811,Tennis Grand Slam Winners
6e8e5a42-afc7-4c85-90ea-abe673e557e0,Tennis-Text-Q1,10,voq7,completed,100.0,Content: Text Only,Is the largest set present in the largest intersection?,2,undefined,undefined,undefined,2024-07-31T00:54:13.005Z,2024-07-31T00:56:16.816Z,123811,Tennis Grand Slam Winners
6e8e5a42-afc7-4c85-90ea-abe673e557e0,Tennis-Text-Q1,10,voq8,completed,100.0,Content: Text Only,Is the all-set intersection (intersection having all the sets) present? ,2,undefined,undefined,undefined,2024-07-31T00:54:13.005Z,2024-07-31T00:56:16.816Z,123811,Tennis Grand Slam Winners
6e8e5a42-afc7-4c85-90ea-abe673e557e0,Tennis-Text-Q2,11,voq1,completed,100.0,Content: Text Only,How confident are you in your answers?,5,undefined,undefined,undefined,2024-07-31T00:56:16.833Z,2024-07-31T00:56:41.129Z,24296,Tennis Grand Slam Winners
6e8e5a42-afc7-4c85-90ea-abe673e557e0,Tennis-Text-Q2,11,voq2,completed,100.0,Content: Text Only,How well did you understand the information presented?,5,undefined,undefined,undefined,2024-07-31T00:56:16.833Z,2024-07-31T00:56:41.129Z,24296,Tennis Grand Slam Winners
6e8e5a42-afc7-4c85-90ea-abe673e557e0,Tennis-Text-Q2,11,voq3,completed,100.0,Content: Text Only,How effective was the description of the data at conveying information?,3,undefined,undefined,undefined,2024-07-31T00:56:16.833Z,2024-07-31T00:56:41.129Z,24296,Tennis Grand Slam Winners
6e8e5a42-afc7-4c85-90ea-abe673e557e0,Tennis-Text-Q3,12,voq1,completed,100.0,Content: Text Only,What are your insights and take-aways from the description of this data?,"The information was difficult to locate immediately, and I mostly used the set properties and intersection properties. it would be helpful to have lists bulletpointed",undefined,undefined,undefined,2024-07-31T00:56:41.146Z,2024-07-31T00:57:41.710Z,60564,Tennis Grand Slam Winners
b109c320-1992-4c8a-aac7-51c597f1189c,Covid-Text-Q1,10,voq1,completed,100.0,Content: Text Only,How many sets are shown in the description?,6,undefined,0,100,2024-07-30T04:14:30.679Z,2024-07-30T04:15:48.881Z,78202,Covid Symptoms
b109c320-1992-4c8a-aac7-51c597f1189c,Covid-Text-Q1,10,voq2,completed,100.0,Content: Text Only,What is the largest set?,Fatigue,undefined,undefined,undefined,2024-07-30T04:14:30.679Z,2024-07-30T04:15:48.881Z,78202,Covid Symptoms
b109c320-1992-4c8a-aac7-51c597f1189c,Covid-Text-Q1,10,voq3,completed,100.0,Content: Text Only,What is the largest intersection?,"Anosmia,Fatigue",undefined,undefined,undefined,2024-07-30T04:14:30.679Z,2024-07-30T04:15:48.881Z,78202,Covid Symptoms
b109c320-1992-4c8a-aac7-51c597f1189c,Covid-Text-Q1,10,voq4,completed,100.0,Content: Text Only,How large is the largest intersection?,281,undefined,0,1000000000,2024-07-30T04:14:30.679Z,2024-07-30T04:15:48.881Z,78202,Covid Symptoms
b109c320-1992-4c8a-aac7-51c597f1189c,Covid-Text-Q1,10,voq5,completed,100.0,Content: Text Only,How many sets make up the largest intersection?,Low set,undefined,undefined,undefined,2024-07-30T04:14:30.679Z,2024-07-30T04:15:48.881Z,78202,Covid Symptoms
b109c320-1992-4c8a-aac7-51c597f1189c,Covid-Text-Q1,10,voq6,completed,100.0,Content: Text Only,How similar are the set sizes?,Diverging a lot,undefined,undefined,undefined,2024-07-30T04:14:30.679Z,2024-07-30T04:15:48.881Z,78202,Covid Symptoms
b109c320-1992-4c8a-aac7-51c597f1189c,Covid-Text-Q1,10,voq7,completed,100.0,Content: Text Only,Is the largest set present in the largest intersection?,1,undefined,undefined,undefined,2024-07-30T04:14:30.679Z,2024-07-30T04:15:48.881Z,78202,Covid Symptoms
b109c320-1992-4c8a-aac7-51c597f1189c,Covid-Text-Q1,10,voq8,completed,100.0,Content: Text Only,Is the all-set intersection (intersection having all the sets) present? ,2,undefined,undefined,undefined,2024-07-30T04:14:30.679Z,2024-07-30T04:15:48.881Z,78202,Covid Symptoms
