participantId,trialId,trialOrder,responseId,status,percentComplete,description,responsePrompt,answer,correctAnswer,isCorrectlyAnswered,responseMin,responseMax,startTime,endTime,duration,dataset
5ba855d47c0ebe0001272f70,Covid-Vis-Q1,7,voq8,completed,100.0,Content: Visualization Only,Is the all-set intersection (intersection having all the sets) present? ,No,Yes,False,undefined,undefined,2024-08-21T21:42:39.605Z,2024-08-21T21:44:06.911Z,87306,Covid Symptoms
5ba855d47c0ebe0001272f70,Covid-Vis-Q2,8,voq1,completed,100.0,Content: Visualization Only,How confident are you in your answers?,5,undefined,undefined,undefined,undefined,2024-08-21T21:44:06.961Z,2024-08-21T21:44:14.668Z,7707,Covid Symptoms
5ba855d47c0ebe0001272f70,Covid-Vis-Q2,8,voq2,completed,100.0,Content: Visualization Only,How well did you understand the information presented?,5,undefined,undefined,undefined,undefined,2024-08-21T21:44:06.961Z,2024-08-21T21:44:14.668Z,7707,Covid Symptoms
5ba855d47c0ebe0001272f70,Covid-Vis-Q2,8,voq3,completed,100.0,Content: Visualization Only,How effective was the plot at conveying information?,5,undefined,undefined,undefined,undefined,2024-08-21T21:44:06.961Z,2024-08-21T21:44:14.668Z,7707,Covid Symptoms
5ba855d47c0ebe0001272f70,Covid-Vis-Q3,9,voq1,completed,100.0,Content: Visualization Only,What are your insights and take-aways from this plot for this data?,Most common symptom is fatigue. Fatigue and anosmia are the most common combination of symptoms.,undefined,undefined,undefined,undefined,2024-08-21T21:44:14.693Z,2024-08-21T21:46:36.651Z,141958,Covid Symptoms
5c6c260dce4e560001f75731,Covid-Vis-Q1,13,voq1,completed,100.0,Content: Visualization Only,How many sets are shown in the upset plot?,6,6,True,0,100,2024-08-21T22:45:27.180Z,2024-08-21T22:48:02.421Z,155241,Covid Symptoms
5c6c260dce4e560001f75731,Covid-Vis-Q1,13,voq2,completed,100.0,Content: Visualization Only,What is the largest set?,Fatigue,Fatigue,True,undefined,undefined,2024-08-21T22:45:27.180Z,2024-08-21T22:48:02.421Z,155241,Covid Symptoms
5c6c260dce4e560001f75731,Covid-Vis-Q1,13,voq3,completed,100.0,Content: Visualization Only,What is the largest intersection?,"Anosmia,Fatigue","Anosmia,Fatigue",True,undefined,undefined,2024-08-21T22:45:27.180Z,2024-08-21T22:48:02.421Z,155241,Covid Symptoms
5c6c260dce4e560001f75731,Covid-Vis-Q1,13,voq4,completed,100.0,Content: Visualization Only,How large is the largest intersection?,281,281,True,0,1000000000,2024-08-21T22:45:27.180Z,2024-08-21T22:48:02.421Z,155241,Covid Symptoms
5c6c260dce4e560001f75731,Covid-Vis-Q1,13,voq5,completed,100.0,Content: Visualization Only,How many sets make up the largest intersection?,It is the intersection of 2-3 sets,It is the intersection of 2-3 sets,True,undefined,undefined,2024-08-21T22:45:27.180Z,2024-08-21T22:48:02.421Z,155241,Covid Symptoms
5c6c260dce4e560001f75731,Covid-Vis-Q1,13,voq6,completed,100.0,Content: Visualization Only,How similar are the set sizes?,Diverging a lot,Diverging a lot,True,undefined,undefined,2024-08-21T22:45:27.180Z,2024-08-21T22:48:02.421Z,155241,Covid Symptoms
5c6c260dce4e560001f75731,Covid-Vis-Q1,13,voq7,completed,100.0,Content: Visualization Only,Is the largest set present in the largest intersection?,Yes,Yes,True,undefined,undefined,2024-08-21T22:45:27.180Z,2024-08-21T22:48:02.421Z,155241,Covid Symptoms
5c6c260dce4e560001f75731,Covid-Vis-Q1,13,voq8,completed,100.0,Content: Visualization Only,Is the all-set intersection (intersection having all the sets) present? ,Yes,Yes,True,undefined,undefined,2024-08-21T22:45:27.180Z,2024-08-21T22:48:02.421Z,155241,Covid Symptoms
5c6c260dce4e560001f75731,Covid-Vis-Q2,14,voq1,completed,100.0,Content: Visualization Only,How confident are you in your answers?,5,undefined,undefined,undefined,undefined,2024-08-21T22:48:02.447Z,2024-08-21T22:48:07.677Z,5230,Covid Symptoms
5c6c260dce4e560001f75731,Covid-Vis-Q2,14,voq2,completed,100.0,Content: Visualization Only,How well did you understand the information presented?,5,undefined,undefined,undefined,undefined,2024-08-21T22:48:02.447Z,2024-08-21T22:48:07.677Z,5230,Covid Symptoms
5c6c260dce4e560001f75731,Covid-Vis-Q2,14,voq3,completed,100.0,Content: Visualization Only,How effective was the plot at conveying information?,5,undefined,undefined,undefined,undefined,2024-08-21T22:48:02.447Z,2024-08-21T22:48:07.677Z,5230,Covid Symptoms
5c6c260dce4e560001f75731,Covid-Vis-Q3,15,voq1,completed,100.0,Content: Visualization Only,What are your insights and take-aways from this plot for this data?,There are lots of combinations of covid symptoms which can be present ,undefined,undefined,undefined,undefined,2024-08-21T22:48:07.697Z,2024-08-21T22:48:30.925Z,23228,Covid Symptoms
5dd71896670d1a6af9f20eee,Covid-Vis-Q1,10,voq1,completed,100.0,Content: Visualization Only,How many sets are shown in the upset plot?,6,6,True,0,100,2024-08-14T23:58:52.823Z,2024-08-15T00:00:42.513Z,109690,Covid Symptoms
5dd71896670d1a6af9f20eee,Covid-Vis-Q1,10,voq2,completed,100.0,Content: Visualization Only,What is the largest set?,Fatigue,Fatigue,True,undefined,undefined,2024-08-14T23:58:52.823Z,2024-08-15T00:00:42.513Z,109690,Covid Symptoms
5dd71896670d1a6af9f20eee,Covid-Vis-Q1,10,voq3,completed,100.0,Content: Visualization Only,What is the largest intersection?,"Fatigue,Anosmia","Anosmia,Fatigue",False,undefined,undefined,2024-08-14T23:58:52.823Z,2024-08-15T00:00:42.513Z,109690,Covid Symptoms
5dd71896670d1a6af9f20eee,Covid-Vis-Q1,10,voq4,completed,100.0,Content: Visualization Only,How large is the largest intersection?,281,281,True,0,1000000000,2024-08-14T23:58:52.823Z,2024-08-15T00:00:42.513Z,109690,Covid Symptoms
5dd71896670d1a6af9f20eee,Covid-Vis-Q1,10,voq5,completed,100.0,Content: Visualization Only,How many sets make up the largest intersection?,It is the intersection of 2-3 sets,It is the intersection of 2-3 sets,True,undefined,undefined,2024-08-14T23:58:52.823Z,2024-08-15T00:00:42.513Z,109690,Covid Symptoms
5dd71896670d1a6af9f20eee,Covid-Vis-Q1,10,voq6,completed,100.0,Content: Visualization Only,How similar are the set sizes?,Diverging a lot,Diverging a lot,True,undefined,undefined,2024-08-14T23:58:52.823Z,2024-08-15T00:00:42.513Z,109690,Covid Symptoms
5dd71896670d1a6af9f20eee,Covid-Vis-Q1,10,voq7,completed,100.0,Content: Visualization Only,Is the largest set present in the largest intersection?,Yes,Yes,True,undefined,undefined,2024-08-14T23:58:52.823Z,2024-08-15T00:00:42.513Z,109690,Covid Symptoms
5dd71896670d1a6af9f20eee,Covid-Vis-Q1,10,voq8,completed,100.0,Content: Visualization Only,Is the all-set intersection (intersection having all the sets) present? ,Yes,Yes,True,undefined,undefined,2024-08-14T23:58:52.823Z,2024-08-15T00:00:42.513Z,109690,Covid Symptoms
5dd71896670d1a6af9f20eee,Covid-Vis-Q2,11,voq1,completed,100.0,Content: Visualization Only,How confident are you in your answers?,4,undefined,undefined,undefined,undefined,2024-08-15T00:00:42.558Z,2024-08-15T00:00:53.629Z,11071,Covid Symptoms
5dd71896670d1a6af9f20eee,Covid-Vis-Q2,11,voq2,completed,100.0,Content: Visualization Only,How well did you understand the information presented?,4,undefined,undefined,undefined,undefined,2024-08-15T00:00:42.558Z,2024-08-15T00:00:53.629Z,11071,Covid Symptoms
5dd71896670d1a6af9f20eee,Covid-Vis-Q2,11,voq3,completed,100.0,Content: Visualization Only,How effective was the plot at conveying information?,5,undefined,undefined,undefined,undefined,2024-08-15T00:00:42.558Z,2024-08-15T00:00:53.629Z,11071,Covid Symptoms
5dd71896670d1a6af9f20eee,Covid-Vis-Q3,12,voq1,completed,100.0,Content: Visualization Only,What are your insights and take-aways from this plot for this data?,"I appreciated the visual much more than the text-only, and I found it more understandable.",undefined,undefined,undefined,undefined,2024-08-15T00:00:53.657Z,2024-08-15T00:01:14.734Z,21077,Covid Symptoms
5e02e5144acfb9e385bb4c5a,Organizations-Vis-Q1,13,voq1,completed,100.0,Content: Visualization Only,How many sets are shown in the upset plot?,8,8,True,0,100,2024-08-21T21:59:24.518Z,2024-08-21T22:01:00.933Z,96415,International Organizations
5e02e5144acfb9e385bb4c5a,Organizations-Vis-Q1,13,voq2,completed,100.0,Content: Visualization Only,What is the largest set?,UPU,UPU,True,undefined,undefined,2024-08-21T21:59:24.518Z,2024-08-21T22:01:00.933Z,96415,International Organizations
5e02e5144acfb9e385bb4c5a,Organizations-Vis-Q1,13,voq3,completed,100.0,Content: Visualization Only,What is the largest intersection?,"Interpol,UN,UNESCO,UPU,WHO","Interpol,UN,UNESCO,UPU,WHO",True,undefined,undefined,2024-08-21T21:59:24.518Z,2024-08-21T22:01:00.933Z,96415,International Organizations
5e02e5144acfb9e385bb4c5a,Organizations-Vis-Q1,13,voq4,completed,100.0,Content: Visualization Only,How large is the largest intersection?,117,117,True,0,1000000000,2024-08-21T21:59:24.518Z,2024-08-21T22:01:00.933Z,96415,International Organizations
5e02e5144acfb9e385bb4c5a,Organizations-Vis-Q1,13,voq5,completed,100.0,Content: Visualization Only,How many sets make up the largest intersection?,It is the intersection of many sets,It is the intersection of many sets,True,undefined,undefined,2024-08-21T21:59:24.518Z,2024-08-21T22:01:00.933Z,96415,International Organizations
5e02e5144acfb9e385bb4c5a,Organizations-Vis-Q1,13,voq6,completed,100.0,Content: Visualization Only,How similar are the set sizes?,Diverging a lot,Diverging a lot,True,undefined,undefined,2024-08-21T21:59:24.518Z,2024-08-21T22:01:00.933Z,96415,International Organizations
5e02e5144acfb9e385bb4c5a,Organizations-Vis-Q1,13,voq7,completed,100.0,Content: Visualization Only,Is the largest set present in the largest intersection?,Yes,Yes,True,undefined,undefined,2024-08-21T21:59:24.518Z,2024-08-21T22:01:00.933Z,96415,International Organizations
5e02e5144acfb9e385bb4c5a,Organizations-Vis-Q1,13,voq8,completed,100.0,Content: Visualization Only,Is the all-set intersection (intersection having all the sets) present? ,No,No,True,undefined,undefined,2024-08-21T21:59:24.518Z,2024-08-21T22:01:00.933Z,96415,International Organizations
5e02e5144acfb9e385bb4c5a,Organizations-Vis-Q2,14,voq1,completed,100.0,Content: Visualization Only,How confident are you in your answers?,5,undefined,undefined,undefined,undefined,2024-08-21T22:01:00.974Z,2024-08-21T22:01:10.483Z,9509,International Organizations
5e02e5144acfb9e385bb4c5a,Organizations-Vis-Q2,14,voq2,completed,100.0,Content: Visualization Only,How well did you understand the information presented?,3,undefined,undefined,undefined,undefined,2024-08-21T22:01:00.974Z,2024-08-21T22:01:10.483Z,9509,International Organizations
5e02e5144acfb9e385bb4c5a,Organizations-Vis-Q2,14,voq3,completed,100.0,Content: Visualization Only,How effective was the plot at conveying information?,3,undefined,undefined,undefined,undefined,2024-08-21T22:01:00.974Z,2024-08-21T22:01:10.483Z,9509,International Organizations
5e02e5144acfb9e385bb4c5a,Organizations-Vis-Q3,15,voq1,completed,100.0,Content: Visualization Only,What are your insights and take-aways from this plot for this data?,"That the vast majority of member countries that are a part of the international organizations shown are usually apart of the same five--Interpol, UN, UNESCO, UPU, and WHO. ",undefined,undefined,undefined,undefined,2024-08-21T22:01:10.513Z,2024-08-21T22:02:40.933Z,90420,International Organizations
5ece9e3b3a19db0cf5af6692,Organizations-Vis-Q1,13,voq1,completed,100.0,Content: Visualization Only,How many sets are shown in the upset plot?,8,8,True,0,100,2024-08-21T23:43:02.155Z,2024-08-21T23:45:03.619Z,121464,International Organizations
5ece9e3b3a19db0cf5af6692,Organizations-Vis-Q1,13,voq2,completed,100.0,Content: Visualization Only,What is the largest set?,UPU,UPU,True,undefined,undefined,2024-08-21T23:43:02.155Z,2024-08-21T23:45:03.619Z,121464,International Organizations
5ece9e3b3a19db0cf5af6692,Organizations-Vis-Q1,13,voq3,completed,100.0,Content: Visualization Only,What is the largest intersection?,CICA,"Interpol,UN,UNESCO,UPU,WHO",False,undefined,undefined,2024-08-21T23:43:02.155Z,2024-08-21T23:45:03.619Z,121464,International Organizations
5ece9e3b3a19db0cf5af6692,Organizations-Vis-Q1,13,voq4,completed,100.0,Content: Visualization Only,How large is the largest intersection?,117,117,True,0,1000000000,2024-08-21T23:43:02.155Z,2024-08-21T23:45:03.619Z,121464,International Organizations
5ece9e3b3a19db0cf5af6692,Organizations-Vis-Q1,13,voq5,completed,100.0,Content: Visualization Only,How many sets make up the largest intersection?,It is the intersection of many sets,It is the intersection of many sets,True,undefined,undefined,2024-08-21T23:43:02.155Z,2024-08-21T23:45:03.619Z,121464,International Organizations
5ece9e3b3a19db0cf5af6692,Organizations-Vis-Q1,13,voq6,completed,100.0,Content: Visualization Only,How similar are the set sizes?,Diverging a bit,Diverging a lot,False,undefined,undefined,2024-08-21T23:43:02.155Z,2024-08-21T23:45:03.619Z,121464,International Organizations
5ece9e3b3a19db0cf5af6692,Organizations-Vis-Q1,13,voq7,completed,100.0,Content: Visualization Only,Is the largest set present in the largest intersection?,Yes,Yes,True,undefined,undefined,2024-08-21T23:43:02.155Z,2024-08-21T23:45:03.619Z,121464,International Organizations
