participantId,trialId,trialOrder,responseId,status,percentComplete,description,responsePrompt,answer,correctAnswer,isCorrectlyAnswered,responseMin,responseMax,startTime,endTime,duration,cleaned_times,dataset
5aebc4ac75deca00016252ea,Tennis-Both-Q1,10,voq2,completed,100.0,Content: Text and Visual,What is the largest set?,Australian,Australian,True,undefined,undefined,2024-08-21T23:08:32.622Z,2024-08-21T23:13:06.840Z,274218,274218,Tennis Grand Slam Winners
5aebc4ac75deca00016252ea,Tennis-Both-Q1,10,voq3,completed,100.0,Content: Text and Visual,What is the largest intersection?,"French Open,US Open,Wimbledon,Australian",French Open,False,undefined,undefined,2024-08-21T23:08:32.622Z,2024-08-21T23:13:06.840Z,274218,274218,Tennis Grand Slam Winners
5aebc4ac75deca00016252ea,Tennis-Both-Q1,10,voq4,completed,100.0,Content: Text and Visual,How large is the largest intersection?,58,23,False,0,1000000000,2024-08-21T23:08:32.622Z,2024-08-21T23:13:06.840Z,274218,274218,Tennis Grand Slam Winners
5aebc4ac75deca00016252ea,Tennis-Both-Q1,10,voq5,completed,100.0,Content: Text and Visual,How many sets make up the largest intersection?,It is the intersection of many sets,It is only of a single set,False,undefined,undefined,2024-08-21T23:08:32.622Z,2024-08-21T23:13:06.840Z,274218,274218,Tennis Grand Slam Winners
5aebc4ac75deca00016252ea,Tennis-Both-Q1,10,voq6,completed,100.0,Content: Text and Visual,How similar are the set sizes?,Roughly equal,Roughly equal,True,undefined,undefined,2024-08-21T23:08:32.622Z,2024-08-21T23:13:06.840Z,274218,274218,Tennis Grand Slam Winners
5aebc4ac75deca00016252ea,Tennis-Both-Q1,10,voq7,completed,100.0,Content: Text and Visual,Is the largest set present in the largest intersection?,No,No,True,undefined,undefined,2024-08-21T23:08:32.622Z,2024-08-21T23:13:06.840Z,274218,274218,Tennis Grand Slam Winners
5aebc4ac75deca00016252ea,Tennis-Both-Q1,10,voq8,completed,100.0,Content: Text and Visual,Is the all-set intersection (intersection having all the sets) present? ,No,Yes,False,undefined,undefined,2024-08-21T23:08:32.622Z,2024-08-21T23:13:06.840Z,274218,274218,Tennis Grand Slam Winners
5aebc4ac75deca00016252ea,Tennis-Both-Q2,11,voq1,completed,100.0,Content: Text and Visual,How confident are you in your answers?,5,undefined,undefined,undefined,undefined,2024-08-21T23:13:06.889Z,2024-08-21T23:13:16.793Z,9904,9904,Tennis Grand Slam Winners
5aebc4ac75deca00016252ea,Tennis-Both-Q2,11,voq2,completed,100.0,Content: Text and Visual,How well did you understand the information presented?,5,undefined,undefined,undefined,undefined,2024-08-21T23:13:06.889Z,2024-08-21T23:13:16.793Z,9904,9904,Tennis Grand Slam Winners
5aebc4ac75deca00016252ea,Tennis-Both-Q2,11,voq3,completed,100.0,Content: Text and Visual,How effective was the content at conveying information?,5,undefined,undefined,undefined,undefined,2024-08-21T23:13:06.889Z,2024-08-21T23:13:16.793Z,9904,9904,Tennis Grand Slam Winners
5aebc4ac75deca00016252ea,Tennis-Both-Q3,12,voq1,completed,100.0,Content: Text and Visual,What are your insights and take-aways from the plot and the description for this data?,The UpSet plot shows tennis grand slam winners ,undefined,undefined,undefined,undefined,2024-08-21T23:13:16.807Z,2024-08-21T23:13:59.177Z,42370,42370,Tennis Grand Slam Winners
5ba855d47c0ebe0001272f70,Organizations-Both-Q1,13,voq1,completed,100.0,Content: Text and Visual,How many sets are there?,18,8,True,0,100,2024-08-21T21:53:55.084Z,2024-08-21T21:55:59.058Z,123974,123974,International Organizations
5ba855d47c0ebe0001272f70,Organizations-Both-Q1,13,voq2,completed,100.0,Content: Text and Visual,What is the largest set?,UPU,UPU,True,undefined,undefined,2024-08-21T21:53:55.084Z,2024-08-21T21:55:59.058Z,123974,123974,International Organizations
5ba855d47c0ebe0001272f70,Organizations-Both-Q1,13,voq3,completed,100.0,Content: Text and Visual,What is the largest intersection?,"UNESCO,UPU,UN,Interpol,WHO","Interpol,UN,UNESCO,UPU,WHO",True,undefined,undefined,2024-08-21T21:53:55.084Z,2024-08-21T21:55:59.058Z,123974,123974,International Organizations
5ba855d47c0ebe0001272f70,Organizations-Both-Q1,13,voq4,completed,100.0,Content: Text and Visual,How large is the largest intersection?,117,117,True,0,1000000000,2024-08-21T21:53:55.084Z,2024-08-21T21:55:59.058Z,123974,123974,International Organizations
5ba855d47c0ebe0001272f70,Organizations-Both-Q1,13,voq5,completed,100.0,Content: Text and Visual,How many sets make up the largest intersection?,It is the intersection of many sets,It is the intersection of many sets,True,undefined,undefined,2024-08-21T21:53:55.084Z,2024-08-21T21:55:59.058Z,123974,123974,International Organizations
5ba855d47c0ebe0001272f70,Organizations-Both-Q1,13,voq6,completed,100.0,Content: Text and Visual,How similar are the set sizes?,Diverging a bit,Diverging a lot,False,undefined,undefined,2024-08-21T21:53:55.084Z,2024-08-21T21:55:59.058Z,123974,123974,International Organizations
5ba855d47c0ebe0001272f70,Organizations-Both-Q1,13,voq7,completed,100.0,Content: Text and Visual,Is the largest set present in the largest intersection?,Yes,Yes,True,undefined,undefined,2024-08-21T21:53:55.084Z,2024-08-21T21:55:59.058Z,123974,123974,International Organizations
5ba855d47c0ebe0001272f70,Organizations-Both-Q1,13,voq8,completed,100.0,Content: Text and Visual,Is the all-set intersection (intersection having all the sets) present? ,No,No,True,undefined,undefined,2024-08-21T21:53:55.084Z,2024-08-21T21:55:59.058Z,123974,123974,International Organizations
5ba855d47c0ebe0001272f70,Organizations-Both-Q2,14,voq1,completed,100.0,Content: Text and Visual,How confident are you in your answers?,5,undefined,undefined,undefined,undefined,2024-08-21T21:55:59.112Z,2024-08-21T21:56:03.577Z,4465,4465,International Organizations
5ba855d47c0ebe0001272f70,Organizations-Both-Q2,14,voq2,completed,100.0,Content: Text and Visual,How well did you understand the information presented?,5,undefined,undefined,undefined,undefined,2024-08-21T21:55:59.112Z,2024-08-21T21:56:03.577Z,4465,4465,International Organizations
5ba855d47c0ebe0001272f70,Organizations-Both-Q2,14,voq3,completed,100.0,Content: Text and Visual,How effective was the content at conveying information?,5,undefined,undefined,undefined,undefined,2024-08-21T21:55:59.112Z,2024-08-21T21:56:03.577Z,4465,4465,International Organizations
5ba855d47c0ebe0001272f70,Organizations-Both-Q3,15,voq1,completed,100.0,Content: Text and Visual,What are your insights and take-aways from the plot and the description for this data?,"UPU is the organization with most member countries. Countries that are part of UPU are also likely to be members of Interpol, UN, UNESCO, WHO.",undefined,undefined,undefined,undefined,2024-08-21T21:56:03.593Z,2024-08-21T21:59:14.328Z,190735,190735,International Organizations
5bf60707345b9b00016f0e97,Tennis-Both-Q1,7,voq1,completed,100.0,Content: Text and Visual,How many sets are there?,4,4,True,0,100,2024-08-28T22:19:19.332Z,2024-08-28T22:22:30.186Z,190854,136927,Tennis Grand Slam Winners
5bf60707345b9b00016f0e97,Tennis-Both-Q1,7,voq2,completed,100.0,Content: Text and Visual,What is the largest set?,Australian,Australian,True,undefined,undefined,2024-08-28T22:19:19.332Z,2024-08-28T22:22:30.186Z,190854,136927,Tennis Grand Slam Winners
5bf60707345b9b00016f0e97,Tennis-Both-Q1,7,voq3,completed,100.0,Content: Text and Visual,What is the largest intersection?,French Open,French Open,True,undefined,undefined,2024-08-28T22:19:19.332Z,2024-08-28T22:22:30.186Z,190854,136927,Tennis Grand Slam Winners
5bf60707345b9b00016f0e97,Tennis-Both-Q1,7,voq4,completed,100.0,Content: Text and Visual,How large is the largest intersection?,23,23,True,0,1000000000,2024-08-28T22:19:19.332Z,2024-08-28T22:22:30.186Z,190854,136927,Tennis Grand Slam Winners
5bf60707345b9b00016f0e97,Tennis-Both-Q1,7,voq5,completed,100.0,Content: Text and Visual,How many sets make up the largest intersection?,It is only of a single set,It is only of a single set,True,undefined,undefined,2024-08-28T22:19:19.332Z,2024-08-28T22:22:30.186Z,190854,136927,Tennis Grand Slam Winners
